"id    Класс участия   Регион                 Площадка, этап 1                                    Задача 1   Задача 2   Задача 3   Задача 4   Задача 5   Сумма   Статус"
"13845   10   Московская             МБОУСОШ6                                                             7.00      7.00   7.00   7.00   0.00   28   Победитель"
"14067   10   Москва                 МБОУ ""ЦО №38""                                                        7.00      7.00   6.00   7.00   1.00   28   Победитель"
"14879   10   Московская             МБОУСОШ6                                                             7.00      7.00   7.00   7.00   0.00   28   Победитель"
"16092   10   Курганская             АНО ""ЦДМО""                                                           7.00      7.00   0.00   7.00   7.00   28   Победитель"
"16399   10   Тюменская              ГАОУ ТО ""ФМШ""                                                        7.00      7.00   7.00   7.00   0.00   28   Победитель"
"16498   10   Новосибирская          НГУ                                                                  7.00      7.00   -      7.00   7.00   28   Победитель"
"17002   10   Тюменская              ГАОУ ТО ""ФМШ""                                                        7.00      7.00   7.00   7.00   0.00   28   Победитель"
"17126   10   Новосибирская          НГУ                                                                  7.00      1.00   6.00   7.00   7.00   28   Победитель"
"17223   10   Нижегородская          МБОУ Лицей № 15                                                      7.00      7.00   7.00   7.00   0.00   28   Победитель"
"20957   10   Алтайский              АлтГУ                                                                7.00      7.00   7.00   7.00   0.00   28   Победитель"
"21495   10   Республика Казахстан   ФМЦ INTELLECT                                                        7.00      7.00   7.00   7.00   0.00   28   Победитель"
"21639   10   Московская             АНОО ""Физтех-лицей"" им. П. Л. Капицы                                 7.00      7.00   -      7.00   7.00   28   Победитель"
"28240   10   Нижегородская          МБОУ Лицей № 15                                                      7.00      7.00   0.00   7.00   7.00   28   Победитель"
"1592   10   Алтайский              АлтГУ                                                                7.00      7.00   6.00   7.00   0.00   27   Победитель"
"3026   10   Московская             АНОО ""Физтех-лицей"" им. П. Л. Капицы                                 7.00      7.00   -      6.00   7.00   27   Победитель"
"5614   10   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                                      7.00      7.00   6.00   7.00   -      27   Победитель"
"11876   10   Москва                 АНОО ""Физмат-лицей имени академика В.Г. Кадышевского""                7.00      6.00   7.00   7.00   0.00   27   Победитель"
"18595   10   Новосибирская          НГУ                                                                  7.00      7.00   6.00   7.00   -      27   Победитель"
"18952   10   Камчатский             КГОАУ""Центр образования ""Эврика""                                     7.00      7.00   6.00   7.00   -      27   Победитель"
"28082   10   Алтайский              АлтГУ                                                                1.00      7.00   7.00   5.00   7.00   27   Победитель"
"1737   10   Пензенская             Муниципальное бюджетное общеобразовательное учреждение Гимназия №44 г.6.00"
"Пензы   4.00   6.00   3.00   7.00   26   Победитель"
"2253   10   Москва                 НГУ                                                                  7.00      7.00   7.00   5.00   -      26   Победитель"
"4283   10   Московская             МБОУСОШ6                                                             7.00      7.00   5.00   7.00   0.00   26   Победитель"
"8343   10   Новосибирская          НГУ                                                                  7.00      5.00   7.00   7.00   -      26   Победитель"
"8573   10   Санкт-Петербург        МАОУ Лицей № 23                                                      7.00      7.00   5.00   7.00   -      26   Победитель"
"8866   10   Иркутская              Лицей № 36 ОАО ""РЖД""                                                 7.00      7.00   5.00   7.00   -      26   Победитель"
"11102   10   Москва                 Губернский лицей                                                     7.00      -      5.00   7.00   7.00   26   Победитель"
""
""
""
"Страница 40"
"11475   10   Новосибирская          НГУ                                                      6.00   7.00   6.00   7.00   -      26   Победитель"
"17444   10   Иркутская              Лицей № 36 ОАО ""РЖД""                                     7.00   7.00   5.00   7.00   -      26   Победитель"
"26723   10   Томская                ТГПУ                                                     7.00   7.00   5.00   7.00   -      26   Победитель"
"189    10   Новосибирская          НГУ                                                      7.00   7.00   7.00   4.00   -      25   Победитель"
"7324   10   Иркутская              Лицей № 36 ОАО ""РЖД""                                     7.00   7.00   4.00   7.00   -      25   Победитель"
"12070   10   Новосибирская          НГУ                                                      7.00   7.00   7.00   4.00   -      25   Победитель"
"13076   10   Новосибирская          НГУ                                                      7.00   7.00   7.00   4.00   -      25   Победитель"
"13353   10   Томская                ТГПУ                                                     7.00   7.00   5.00   6.00   -      25   Победитель"
"14009   10   Саратовская            СГУ                                                      7.00   7.00   4.00   7.00   0.00   25   Победитель"
"18256   10   Новосибирская          НГУ                                                      7.00   3.00   6.00   3.00   6.00   25   Победитель"
"19490   10   Иркутская              Лицей № 36 ОАО ""РЖД""                                     7.00   7.00   4.00   7.00   -      25   Победитель"
"1424   10   Камчатский             КГОАУ""Центр образования ""Эврика""                         7.00   7.00   7.00   3.00   -      24   Победитель"
"2155   10   Московская             МАОУ Лицей 14 им. Ю.А.Гагарина ГОЩ                       7.00   7.00   3.00   7.00   0.00   24   Победитель"
"5724   10   Краснодарский          МУ ДО «Малая академия»                                   7.00   7.00   3.00   7.00   0.00   24   Победитель"
"9733   10   Мордовия               ГБОУ РМ «Республиканский лицей»                          3.00   7.00   0.00   7.00   7.00   24   Победитель"
"13434   10   Москва                 МБОУСОШ6                                                 7.00   7.00   7.00   3.00   0.00   24   Победитель"
"22826   10   Нижегородская          МБОУ Лицей № 15                                          7.00   7.00   3.00   7.00   0.00   24   Победитель"
"23750   10   Вологодская            БОУ ВО ""ВМЛ""                                             7.00   7.00   7.00   3.00   -      24   Победитель"
"24714   10   Нижегородская          МБОУ Лицей № 15                                          7.00   7.00   7.00   3.00   0.00   24   Победитель"
"27688   10   Республика Казахстан   ФМЦ INTELLECT                                            0.00   7.00   3.00   7.00   7.00   24   Победитель"
"1322   10   Алтайский              АлтГУ                                                    5.00   7.00   4.00   7.00   0.00   23   Победитель"
"3346   10   Чувашская Республика   МБОУ ""Лицей №2"" г. Чебоксары                             7.00   2.00   7.00   7.00   -      23   Победитель"
"28729   10   Татарстан              ФГБОУ ВО ""КГЭУ""                                          7.00   6.00   3.00   6.00   1.00   23   Победитель"
"29323   10   Курганская             АНО ""ЦДМО""                                               7.00   4.00   5.00   7.00   0.00   23   Победитель"
"431    10   Новосибирская          НГУ                                                      7.00   7.00   6.00   2.00   -      22   Победитель"
"2229   10   Новосибирская          НГУ                                                      -      7.00   6.00   2.00   7.00   22   Победитель"
"2718   10   Краснодарский          МУ ДО «Малая академия»                                   7.00   5.00   7.00   3.00   0.00   22   Победитель"
"8092   10   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                          7.00   7.00   1.00   7.00   -      22   Победитель"
"11696   10   Нижегородская          МБОУ Лицей № 15                                          7.00   7.00   4.00   4.00   0.00   22   Победитель"
"15716   10   Москва                 ГАУДПО ЛО ""ИРО""                                          7.00   7.00   5.00   3.00   -      22   Победитель"
"180    10   Челябинская            МагГТУ                                                   7.00   7.00   -      7.00   -      21   Победитель"
"450    10   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                     7.00   -      7.00   7.00   -      21   Победитель"
"1233   10   Тюменская              ГАОУ ТО ""ФМШ""                                            7.00   0.00   -      7.00   7.00   21   Победитель"
"2268   10   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                     7.00   7.00   -      7.00   -      21   Победитель"
"2288   10   Бурятия                ФГБОУ ВО ""БГУ""                                           7.00   7.00   -      7.00   -      21   Победитель"
"2336   10   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                     7.00   -      7.00   7.00   -      21   Победитель"
"2415   10   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                          7.00   7.00   1.00   6.00   -      21   Победитель"
"2698   10   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                     7.00   -      7.00   7.00   -      21   Победитель"
"2721   10   Новосибирская          НГУ                                                      7.00   7.00   -      7.00   -      21   Победитель"
"3055   10   Мордовия               МБОУ ""Краснослободский многопрофильный лицей""            7.00   7.00   -      7.00   -      21   Победитель"
"3350   10   Москва                 МБОУСОШ6                                                 7.00   7.00   0.00   0.00   7.00   21   Победитель"
"3679   10   Новосибирская          НГУ                                                      7.00   7.00   -      7.00   -      21   Победитель"
"4618   10   Новосибирская          НГУ                                                      7.00   7.00   -      7.00   -      21   Победитель"
"4958   10   Новосибирская          НГУ                                                      7.00   7.00   -      7.00   -      21   Победитель"
"5007   10   Новосибирская          НГУ                                                      7.00   7.00   -      7.00   -      21   Победитель"
"5060   10   Челябинская            МагГТУ                                                   7.00   7.00   -      -      7.00   21   Победитель"
""
""
""
"Страница 41"
" 5953   10   Новосибирская          НГУ                                                        7.00   7.00   -      7.00   -      21   Победитель"
"6366   10   Мордовия               ГБОУ РМ «Республиканский лицей»                            7.00   7.00   0.00   7.00   0.00   21   Победитель"
"6729   10   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                            7.00   7.00   -      7.00   0.00   21   Победитель"
"7335   10   Пензенская             Губернский лицей                                           7.00   7.00   -      7.00   -      21   Победитель"
"7848   10   Новосибирская          НГУ                                                        7.00   7.00   -      7.00   -      21   Победитель"
"8576   10   Санкт-Петербург        МАОУ Лицей № 23                                            7.00   7.00   2.00   4.00   1.00   21   Победитель"
"8666   10   Липецкая               ГАУДПО ЛО ""ИРО""                                            7.00   7.00   -      7.00   -      21   Победитель"
"9618   10   Красноярский           КГАОУ Школа космонавтики                                   -      7.00   7.00   7.00   -      21   Победитель"
"9915   10   Краснодарский          Сириус                                                     7.00   7.00   -      7.00   -      21   Победитель"
"9998   10   Мордовия               ГБОУ РМ «Республиканский лицей»                            7.00   7.00   0.00   7.00   0.00   21   Победитель"
"10061   10   Забайкальский          ГОУ ""ЗабКЛИ""                                               7.00   7.00   -      7.00   -      21   Победитель"
"10324   10   Липецкая               ГАУДПО ЛО ""ИРО""                                            7.00   7.00   -      7.00   -      21   Победитель"
"10357   10   Чувашская Республика МБОУ ""Лицей №2"" г. Чебоксары                                 7.00   -      -      7.00   7.00   21   Победитель"
"10418   10   Новосибирская          АКЛ им. Ю.В. Кондратюка                                    7.00   -      7.00   7.00   -      21   Победитель"
"11225   10   Татарстан              ФГБОУ ВО ""КГЭУ""                                            5.00   7.00   3.00   6.00   0.00   21   Победитель"
"11323   10   Новосибирская          НГУ                                                        7.00   7.00   -      7.00   -      21   Победитель"
"11580   10   Чувашская Республика МБОУ ""Лицей №2"" г. Чебоксары                                 7.00   7.00   -      7.00   -      21   Победитель"
"12024   10   Новосибирская          НГУ                                                        7.00   7.00   -      7.00   -      21   Победитель"
"13312   10   Новосибирская          НГУ                                                        7.00   7.00   -      7.00   -      21   Победитель"
"13325   10   Кемеровская область - Кузбасс"
"ГБНОУ ""ГМЛИ""                                               7.00   7.00   0.00   7.00   0.00   21   Победитель"
"13443   10   Новосибирская          НГУ                                                        7.00   7.00   -      7.00   -      21   Победитель"
"15285   10   Иркутская              Лицей № 36 ОАО ""РЖД""                                       7.00   7.00   -      7.00   -      21   Победитель"
"16260   10   Забайкальский          ГОУ ""ЗабКЛИ""                                               7.00   7.00   -      7.00   0.00   21   Победитель"
"17174   10   Новосибирская          НГУ                                                        7.00   -      7.00   7.00   -      21   Победитель"
"17415   10   Саратовская            СГУ                                                        7.00   7.00   0.00   7.00   0.00   21   Победитель"
"17461   10   Новосибирская          НГУ                                                        7.00   7.00   -      7.00   -      21   Победитель"
"17675   10   Новосибирская          НГУ                                                        6.00   7.00   6.00   2.00   -      21   Победитель"
"18204   10   Пензенская             Губернский лицей                                           7.00   7.00   -      7.00   -      21   Победитель"
"21941   10   Новосибирская          НГУ                                                        7.00   -      7.00   7.00   -      21   Победитель"
"22210   10   Новосибирская          НГУ                                                        7.00   7.00   -      7.00   -      21   Победитель"
"22964   10   Бурятия                ФГБОУ ВО ""БГУ""                                             7.00   7.00   -      7.00   -      21   Победитель"
"25393   10   Санкт-Петербург        МАОУ ""СОШ № 10""                                            7.00   7.00   0.00   7.00   0.00   21   Победитель"
"27546   10   Москва                 МБОУ ""СОШ №2""                                              7.00   7.00   7.00   0.00   -      21   Победитель"
"29042   10   Челябинская            МагГТУ                                                     7.00   7.00   -      7.00   -      21   Победитель"
"29085   10   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                       -      7.00   7.00   7.00   -      21   Победитель"
"531    10   Новосибирская          НГУ                                                        7.00   7.00   2.00   4.00   -      20   Призёр"
"2444   10   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                       7.00   -      -      6.00   7.00   20   Призёр"
"8479   10   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                       7.00   7.00   -      6.00   -      20   Призёр"
"8592   10   Санкт-Петербург        МАОУ Гимназия №1                                           7.00   7.00   3.00   3.00   0.00   20   Призёр"
"9583   10   Московская             АНОО ""Физтех-лицей"" им. П. Л. Капицы                       -      7.00   -      6.00   7.00   20   Призёр"
"9863   10   Санкт-Петербург        МАОУ Лицей № 23                                            3.00   7.00   -      7.00   3.00   20   Призёр"
"12379   10   Нижегородская          МБОУ Лицей № 15                                            3.00   7.00   7.00   3.00   0.00   20   Призёр"
"12821   10   Брянская               АНОО ""Физмат-лицей имени академика В.Г. Кадышевского""      7.00   6.00   0.00   7.00   0.00   20   Призёр"
"14867   10   Тюменская              ГАОУ ТО ""ФМШ""                                              7.00   -      7.00   6.00   -      20   Призёр"
"19880   10   Санкт-Петербург        МАОУ Гимназия №1                                           7.00   0.00   7.00   6.00   0.00   20   Призёр"
"20084   10   Новосибирская          НГУ                                                        7.00   2.00   7.00   4.00   -      20   Призёр"
""
""
""
"Страница 42"
"28717   10   Татарстан         ФГБОУ ВО ""КГЭУ""                                                      7.00      7.00   0.00   6.00   0.00   20   Призёр"
"220    10   Самарская         ФГБОУ ВО ""КГЭУ""                                                      7.00      3.00   3.00   6.00   0.00   19   Призёр"
"314    10   Москва            МБОУСОШ6                                                             7.00      7.00   0.00   5.00   0.00   19   Призёр"
"8380   10   Пензенская        Губернский лицей                                                     7.00      -      5.00   7.00   -      19   Призёр"
"14675   10   Московская        МБОУСОШ6                                                             7.00      5.00   0.00   7.00   0.00   19   Призёр"
"16365   10   Иркутская         МБОУ ""Лицей №2""                                                      7.00      7.00   -      5.00   -      19   Призёр"
"24477   10   Иркутская         МБОУ ""Лицей № 1""                                                     7.00      7.00   0.00   5.00   0.00   19   Призёр"
"25583   10   Саха /Якутия/     ГБНОУ РС(Я) РЛИ                                                      7.00      0.00   6.00   6.00   -      19   Призёр"
"2990   10   Пензенская        Муниципальное бюджетное общеобразовательное учреждение Гимназия №44 г.2.00"
"Пензы   7.00   6.00   3.00   0.00   18   Призёр"
"6154   10   Санкт-Петербург   ФГБОУ ВО ""КГЭУ""                                                      7.00      1.00   3.00   7.00   0.00   18   Призёр"
"7022   10   Новосибирская     НГУ                                                                  7.00      5.00   -      6.00   -      18   Призёр"
"9048   10   Санкт-Петербург   АНОО ""Физмат-лицей имени академика В.Г. Кадышевского""                7.00      5.00   0.00   6.00   0.00   18   Призёр"
"9602   10   Забайкальский     ГОУ ""ЗабКЛИ""                                                         7.00      7.00   2.00   2.00   -      18   Призёр"
"15495   10   Хакасия           ГБОУ РХ ""Хакасская национальная гимназия-интернат им. Н.Ф. Катанова"" 7.00      0.00   4.00   7.00   0.00   18   Призёр"
"18064   10   Новосибирская     НГУ                                                                  7.00      7.00   -      4.00   -      18   Призёр"
"18537   10   Новосибирская     НГУ                                                                  -         7.00   -      4.00   7.00   18   Призёр"
"21183   10   Санкт-Петербург   МАОУ Лицей № 23                                                      7.00      7.00   -      2.00   2.00   18   Призёр"
"21809   10   Забайкальский     Многопрофильный лицей ФГБОУ ВО ""ЗабГУ""                               5.00      2.00   6.00   5.00   0.00   18   Призёр"
"22373   10   Нижегородская     МБОУ Лицей № 15                                                      7.00      7.00   3.00   0.00   1.00   18   Призёр"
"420    10   Московская        АНОО ""Физмат-лицей имени академика В.Г. Кадышевского""                0.00      7.00   0.00   3.00   7.00   17   Призёр"
"2236   10   Москва            АНОО ""Физтех-лицей"" им. П. Л. Капицы                                 7.00      7.00   3.00   -      -      17   Призёр"
"2849   10   Пензенская        Муниципальное бюджетное общеобразовательное учреждение Гимназия №44 г.7.00"
"Пензы   3.00   4.00   3.00   0.00   17   Призёр"
"7263   10   Алтайский         АлтГУ                                                                3.00      7.00   0.00   7.00   0.00   17   Призёр"
"9896   10   Челябинская       МБОУ ""СОШ №112""                                                      7.00      7.00   1.00   2.00   -      17   Призёр"
"12046   10   Новосибирская     НГУ                                                                  7.00      -      7.00   3.00   -      17   Призёр"
"12835   10   Вологодская       БОУ ВО ""ВМЛ""                                                         3.00      -      7.00   7.00   -      17   Призёр"
"13631   10   Саха /Якутия/     ГБНОУ РС(Я) РЛИ                                                      7.00      7.00   0.00   3.00   0.00   17   Призёр"
"14334   10   Новосибирская     НГУ                                                                  7.00      -      -      7.00   3.00   17   Призёр"
"15059   10   Владимирская      МБОУ ""СОШ №2""                                                        7.00      3.00   5.00   2.00   0.00   17   Призёр"
"21149   10   Новосибирская     НГУ                                                                  1.00      7.00   6.00   3.00   -      17   Призёр"
"21333   10   Московская        ГБОУ СШ № 10 им. В.П. Бармина                                        7.00      7.00   0.00   3.00   0.00   17   Призёр"
"22937   10   Москва            АНОО ""Физтех-лицей"" им. П. Л. Капицы                                 3.00      -      7.00   7.00   -      17   Призёр"
"23665   10   Татарстан         ФГБОУ ВО ""КГЭУ""                                                      5.00      7.00   0.00   4.00   1.00   17   Призёр"
"25741   10   Новосибирская     НГУ                                                                  5.00      7.00   -      5.00   -      17   Призёр"
"27246   10   Москва            АНОО ""Физтех-лицей"" им. П. Л. Капицы                                 7.00      7.00   -      3.00   -      17   Призёр"
"2558   10   Москва            МБОУСОШ6                                                             7.00      0.00   2.00   7.00   0.00   16   Призёр"
"3129   10   Владимирская      МБОУ ""СОШ №2""                                                        7.00      0.00   2.00   7.00   0.00   16   Призёр"
"7160   10   Липецкая          ГАУДПО ЛО ""ИРО""                                                      7.00      7.00   -      2.00   -      16   Призёр"
"7296   10   Пензенская        Губернский лицей                                                     7.00      -      -      2.00   7.00   16   Призёр"
"8268   10   Санкт-Петербург   МАОУ Гимназия №1                                                     7.00      0.00   5.00   4.00   0.00   16   Призёр"
"8601   10   Санкт-Петербург   МАОУ Лицей № 23                                                      -         7.00   2.00   7.00   -      16   Призёр"
"9802   10   Санкт-Петербург   МАОУ Лицей № 23                                                      7.00      7.00   2.00   -      -      16   Призёр"
"10198   10   Санкт-Петербург   МАОУ Гимназия №1                                                     7.00      7.00   1.00   1.00   0.00   16   Призёр"
"11111   10   Тюменская         ГАОУ ТО ""ФМШ""                                                        7.00      0.00   2.00   7.00   -      16   Призёр"
"11519   10   Новосибирская     НГУ                                                                  3.00      7.00   3.00   3.00   -      16   Призёр"
"12445   10   Новосибирская     НГУ                                                                  7.00      7.00   -      2.00   -      16   Призёр"
""
""
""
"Страница 43"
"14670   10   Московская        МБОУСОШ6                                                   7.00   0.00   7.00   2.00   0.00   16   Призёр"
"16170   10   Новосибирская     НГУ                                                        7.00   -      7.00   2.00   -      16   Призёр"
"22230   10   Тульская          МБОУ ""ЦО №38""                                              7.00   5.00   1.00   2.00   1.00   16   Призёр"
"22330   10   Новосибирская     АКЛ им. Ю.В. Кондратюка                                    7.00   2.00   -      7.00   -      16   Призёр"
"24707   10   Нижегородская     МБОУ Лицей № 15                                            7.00   7.00   0.00   2.00   0.00   16   Призёр"
"4539   10   Новосибирская     НГУ                                                        3.00   7.00   -      4.00   1.00   15   Призёр"
"5632   10   Вологодская       МАОУ ""СОШ № 10""                                            7.00   0.00   4.00   4.00   0.00   15   Призёр"
"7840   10   Новосибирская     НГУ                                                        7.00   1.00   -      7.00   -      15   Призёр"
"8276   10   Новосибирская     НГУ                                                        6.00   7.00   -      2.00   -      15   Призёр"
"9297   10   Владимирская      МБОУ ""СОШ №2""                                              7.00   7.00   0.00   1.00   0.00   15   Призёр"
"9837   10   Московская        АНОО ""Физмат-лицей имени академика В.Г. Кадышевского""      7.00   7.00   0.00   1.00   0.00   15   Призёр"
"10374   10   Новосибирская     НГУ                                                        7.00   7.00   -      1.00   -      15   Призёр"
"12429   10   Новосибирская     НГУ                                                        7.00   1.00   -      7.00   -      15   Призёр"
"12442   10   Саха /Якутия/     ГБНОУ РС(Я) РЛИ                                            7.00   7.00   -      1.00   -      15   Призёр"
"12502   10   Калининградская   МАОУ Гимназия №1                                           3.00   5.00   0.00   7.00   0.00   15   Призёр"
"15070   10   Ростовская        ГАНОУ ВО ""Региональный центр ""Орион""                       7.00   1.00   2.00   5.00   0.00   15   Призёр"
"17323   10   Забайкальский     ГОУ ""ЗабКЛИ""                                               1.00   7.00   -      7.00   -      15   Призёр"
"21671   10   Мордовия          МОУ ""Лицей №43""                                            7.00   -      6.00   2.00   -      15   Призёр"
"22212   10   Новосибирская     НГУ                                                        7.00   1.00   -      7.00   -      15   Призёр"
"23069   10   Алтайский         АлтГУ                                                      6.00   0.00   4.00   4.00   1.00   15   Призёр"
"25944   10   Вологодская       МАОУ ""СОШ № 10""                                            7.00   7.00   0.00   1.00   0.00   15   Призёр"
"259    10   Новосибирская     МБОУ ""Лицей № 200""                                         7.00   -      4.00   3.00   -      14   Призёр"
"2263   10   Новосибирская     НГУ                                                        7.00   -      -      7.00   -      14   Призёр"
"2523   10   Новосибирская     НГУ                                                        7.00   -      -      7.00   -      14   Призёр"
"2525   10   Новосибирская     НГУ                                                        7.00   -      -      7.00   -      14   Призёр"
"3052   10   Краснодарский     МУ ДО «Малая академия»                                     7.00   0.00   0.00   7.00   0.00   14   Призёр"
"3695   10   Московская        АНОО ""Физтех-лицей"" им. П. Л. Капицы                       7.00   -      -      7.00   -      14   Призёр"
"3876   10   Пензенская        Губернский лицей                                           7.00   7.00   -      -      -      14   Призёр"
"5546   10   Саха /Якутия/     ГБНОУ РС(Я) РЛИ                                            7.00   0.00   -      7.00   0.00   14   Призёр"
"5603   10   Новосибирская     НГУ                                                        7.00   -      -      7.00   -      14   Призёр"
"7258   10   Мордовия          ГБОУ РМ «Республиканский лицей»                            7.00   0.00   0.00   7.00   0.00   14   Призёр"
"7503   10   Пензенская        Губернский лицей                                           7.00   7.00   -      -      -      14   Призёр"
"8270   10   Санкт-Петербург   МАОУ Гимназия №1                                           7.00   2.00   5.00   0.00   0.00   14   Призёр"
"8527   10   Липецкая          ГАУДПО ЛО ""ИРО""                                            7.00   4.00   -      3.00   -      14   Призёр"
"8645   10   Санкт-Петербург   МАОУ Лицей № 23                                            -      7.00   -      7.00   -      14   Призёр"
"8733   10   Санкт-Петербург   МАОУ Лицей № 23                                            -      7.00   -      7.00   -      14   Призёр"
"8769   10   Московская        АНОО ""Физмат-лицей имени академика В.Г. Кадышевского""      7.00   0.00   0.00   7.00   0.00   14   Призёр"
"9687   10   Новосибирская     НГУ                                                        7.00   -      -      7.00   -      14   Призёр"
"10231   10   Саха /Якутия/     ГБНОУ РС(Я) РЛИ                                            7.00   0.00   1.00   6.00   -      14   Призёр"
"10262   10   Волгоградская     СГУ                                                        7.00   0.00   0.00   7.00   0.00   14   Призёр"
"12504   10   Новосибирская     НГУ                                                        7.00   -      -      7.00   -      14   Призёр"
"12723   10   Мордовия          ГБОУ РМ «Республиканский лицей»                            7.00   0.00   0.00   7.00   0.00   14   Призёр"
"14318   10   Вологодская       БОУ ВО ""ВМЛ""                                               7.00   7.00   -      -      -      14   Призёр"
"14907   10   Московская        МБОУСОШ6                                                   7.00   0.00   0.00   7.00   0.00   14   Призёр"
"15941   10   Саха /Якутия/     ГБНОУ РС(Я) РЛИ                                            7.00   0.00   -      7.00   0.00   14   Призёр"
"17947   10   Московская        АНОО ""Физмат-лицей имени академика В.Г. Кадышевского""      0.00   7.00   1.00   6.00   0.00   14   Призёр"
""
""
""
"Страница 44"
"21442   10   Сахалинская            ГБУ РЦОКОСО Отдел выявления и поддержки одаренных детей                7.00   -      -      7.00   -      14   Призёр"
"22388   10   Нижегородская          МБОУ Лицей № 15                                                        7.00   0.00   0.00   7.00   0.00   14   Призёр"
"23411   10   Москва                 МБОУСОШ6                                                               7.00   0.00   0.00   7.00   0.00   14   Призёр"
"25126   10   Новосибирская          НГУ                                                                    7.00   -      -      7.00   -      14   Призёр"
"29360   10   Курганская             АНО ""ЦДМО""                                                             7.00   7.00   0.00   0.00   0.00   14   Призёр"
"2161   10   Новосибирская          НГУ                                                                    6.00   7.00   -      -      -      13   Призёр"
"4745   10   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                                        7.00   -      0.00   6.00   -      13   Призёр"
"5300   10   Московская             АНОО ""Физтех-лицей"" им. П. Л. Капицы                                   -      -      -      6.00   7.00   13   Призёр"
"5533   10   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                                        7.00   0.00   0.00   6.00   0.00   13   Призёр"
"8641   10   Санкт-Петербург        МАОУ Лицей № 23                                                        7.00   2.00   2.00   2.00   0.00   13   Призёр"
"9810   10   Санкт-Петербург        МАОУ Лицей № 23                                                        3.00   7.00   -      3.00   -      13   Призёр"
"14177   10   Липецкая               ГАУДПО ЛО ""ИРО""                                                        3.00   7.00   -      3.00   -      13   Призёр"
"15932   10   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                                        -      7.00   -      6.00   -      13   Призёр"
"19335   10   Саратовская            СГУ                                                                    6.00   0.00   0.00   7.00   0.00   13   Призёр"
"20730   10   Новосибирская          НГУ                                                                    3.00   7.00   -      3.00   -      13   Призёр"
"21636   10   Челябинская            МагГТУ                                                                 7.00   -      4.00   2.00   -      13   Призёр"
"23397   10   Татарстан              ФГБОУ ВО ""КГЭУ""                                                        5.00   1.00   0.00   6.00   1.00   13   Призёр"
"8269   10   Санкт-Петербург        МАОУ Гимназия №1                                                       0.00   7.00   0.00   5.00   0.00   12   Призёр"
"9649   10   Мордовия               ГБОУ РМ «Республиканский лицей»                                        7.00   0.00   0.00   5.00   0.00   12   Призёр"
"13937   10   Забайкальский          Многопрофильный лицей ФГБОУ ВО ""ЗабГУ""                                 0.00   7.00   0.00   5.00   0.00   12   Призёр"
"14363   10   Сахалинская            ГБУ РЦОКОСО Отдел выявления и поддержки одаренных детей                7.00   2.00   -      3.00   -      12   Призёр"
"15096   10   Саратовская            СГУ                                                                    7.00   2.00   0.00   3.00   0.00   12   Призёр"
"15110   10   Иркутская              Лицей № 36 ОАО ""РЖД""                                                   7.00   -      -      5.00   -      12   Призёр"
"16690   10   Республика Казахстан Филиал НАО ""РФМШ"" г. Нур-Султан                                          5.00   -      -      7.00   -      12   Призёр"
"17813   10   Новосибирская          МБУДО ДДТ им. А. И. Ефремова                                           7.00   -      -      5.00   -      12   Призёр"
"22325   10   Тюменская              ГАОУ ТО ""ФМШ""                                                          7.00   0.00   3.00   2.00   -      12   Призёр"
"22421   10   Воронежская            ГАНОУ ВО ""Региональный центр ""Орион""                                   5.00   0.00   5.00   2.00   0.00   12   Призёр"
"3002   10   Краснодарский          МУ ДО «Малая академия»                                                 0.00   7.00   0.00   4.00   0.00   11"
"3037   10   Краснодарский          МУ ДО «Малая академия»                                                 0.00   7.00   0.00   4.00   0.00   11"
"3822   10   Кемеровская область - Кузбасс"
"ГБНОУ ""ГМЛИ""                                                           7.00   0.00   0.00   3.00   1.00   11"
"5663   10   Новосибирская          НГУ                                                                    7.00   -      -      4.00   -      11"
"6874   10   Пензенская             Губернский лицей                                                       7.00   2.00   -      2.00   -      11"
"8567   10   Санкт-Петербург        МАОУ Лицей № 23                                                        7.00   2.00   1.00   1.00   -      11"
"12925   10   Санкт-Петербург        МАОУ Лицей № 23                                                        -      2.00   2.00   7.00   -      11"
"13259   10   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                                        7.00   0.00   -      4.00   -      11"
"13729   10   Новосибирская          НГУ                                                                    7.00   -      -      4.00   -      11"
"14761   10   Санкт-Петербург        МАОУ Лицей № 23                                                        3.00   1.00   -      7.00   -      11"
"15517   10   Новосибирская          НГУ                                                                    7.00   -      -      4.00   -      11"
